,name,price,mile_age,make,model,fuel,power,transmission,engine_size,description,linkofproduct,year
934,C 4 Exclusive Ehdi Model 2015 Tu 219 Tel 20173073,0 DT,94000,Citroen,C4,Diesel,5,Noir,Berline,C 4 Exclusive Ehdi Model 2015 Tu 219 Tel 20173073,https://www.tayara.tn/listings/voitures-9/6531b933-797e-4cf9-8ed0-d32dd59c1df9/c-4-exclusive-ehdi-model-2015-tu-219-tel-20173073,2015
935,Mégane 3 diesel,24 000 DT,210000,Renault,Megane,Diesel,5,Gris,Berline,"Je vend une belle Mégane 3 diesel 1.5 DCI modèle 2010 avec 210000 km au compteur , entretenue par le réseau Renault",https://www.tayara.tn/listings/voitures-9/14a66901-776f-4a0d-9298-834220281ae7/m%C3%A9gane-3-diesel,2010
936,fiat,0 DT,135,Fiat,Punto,Essence,4,Rouge,Compacte,54360402,https://www.tayara.tn/listings/voitures-9/8c059668-50dc-4953-8618-60bad2d3f2f7/fiat,1996
937,Vendre voiture,0 DT,170,Dacia,Dokker,Diesel,6,Bleu,Berline,2 place,https://www.tayara.tn/listings/voitures-9/e9ee36f1-f4de-4bbc-9356-b7cec5ef6de1/vendre-voiture,2014
938,clio bombé blanche diesel 28552825,11 800 DT,0,Renault,Clio,Diesel,6,Blanc,Autres,clio bombé blanche diesel en bonne état première main 28552825,https://www.tayara.tn/listings/voitures-9/14f51488-1253-4320-ad49-f2f35341c877/clio-bomb%C3%A9-blanche-diesel-28552825,2004
939,Seat Ibiza première main tel 98267743,0 DT,145,Seat,Ibiza,Essence,5,Blanc,Berline,Possibilité d'échange,https://www.tayara.tn/listings/voitures-9/c06156c4-4d72-4a73-acd2-8654c31fcd68/seat-ibiza-premi%C3%A8re-main-tel-98267743,2015
940,Polo 6 a vendre,0 DT,500,Volkswagen,Polo,Diesel,4,Jaune,Manuelle,,https://www.tayara.tn/listings/voitures-9/9dabe9bd-9727-4151-9360-c37a91f73fca/polo-6-a-vendre,2008
941,B9 tt options,18 500 DT,230000,Citroen,Berlingo,Diesel,6,Blanc,Compacte,B9 tt options,https://www.tayara.tn/listings/voitures-9/7ff4de52-422a-4312-b778-893df0e39180/b9-tt-options-,2010
942,Citroën C4 Berline,16 000 DT,313000,Citroen,C4,Essence,6,Noir,Berline,,https://www.tayara.tn/listings/voitures-9/0433436f-2f79-4665-bdee-65e04240389e/citro%C3%ABn-c4-berline,2005
943,injecteurs importés de l'allmagne Bosch pour mercedes sprinter 2.2 litres,0 DT,0,Mercedes-Benz,Sprinter,Diesel,0,Argent,Berline,injecteurs mercedes sprinter 2.2.,https://www.tayara.tn/listings/voitures-9/a035ba67-327b-491a-85f3-67b6cd705510/injecteurs-import%C3%A9s-de-l'allmagne-bosch-pour-mercedes-sprinter-2-2-litres,2020
944,Exellente 206 sedan,16 DT,190,Peugeot,206,Essence,6,Gris,Berline,Voiture jamais accidentée. Moteur en excellent état. Feha les options elkol. Prix 16MD.gsm 55387725 .disponible mourouj,https://www.tayara.tn/listings/voitures-9/79b5f61f-ccdf-4331-8a1c-a419d8f7a918/exellente-206-sedan,2008
945,golf 6,38 500 DT,177,Volkswagen,Golf 6,Essence,5,Blanc,Berline,très belle voiture très bon état,https://www.tayara.tn/listings/voitures-9/71bc67d0-428d-4460-a87e-72789e95db8b/golf-6,2011
946,Renault espace 3,0 DT,191000,Autres,Autres,Diesel,7,Rouge,Autres,N98956329,https://www.tayara.tn/listings/voitures-9/70e5096a-6cdc-4d71-a04f-e90b3501b6ec/renault-espace-3,1998
947,symbol 1ere main,0 DT,119000,Renault,Symbol,Essence,5,Manuelle,1.2,"a vendre symbol 1ere main tt option jamais accidenté bien entretenue,avec carnet d'entretien 5 cv, 119000 km...",https://www.tayara.tn/listings/voitures-9/1608ef6d-7f78-4cbd-b6a4-41d0f1453e73/symbol-1ere-main,2010
948,polo 5,0 DT,0,Volkswagen,Polo,Essence,0,Bleu,Autres,polo 5,https://www.tayara.tn/listings/voitures-9/9793a293-624e-4dd3-8827-2caaae1143dd/polo-5,0
949,Recherche voiture mta3 ksiba,23 000 DT,1111,Renault,Megane,Diesel,111,Manuelle,1.4,"Je cherche une voiture de préférence diesel si non Essence, en bon état (Moteur, Tôle, et intérieur), âge minimum 2009 puissance entre 5 et 7 cv boite manuelle ou automatique montant ne dépasse pas 23000",https://www.tayara.tn/listings/voitures-9/b993e094-c702-4fbb-8cb5-3ce111d606be/recherche-voiture-mta3-ksiba,2009
950,Megane essence,29 500 DT,121200,Renault,Megane,Essence,7,Noir,Berline,A vendre une très belle megane 3 essence en excellent état toute option,https://www.tayara.tn/listings/voitures-9/cd7d0ee2-162e-452f-b3a8-83059716b7b3/megane-essence,2012
951,belle polo 6,19 000 DT,140000,Volkswagen,Polo,Essence,4,Rouge,Compacte,une belle polo 6 a vendre,https://www.tayara.tn/listings/voitures-9/c11047a5-696b-40bf-b0b5-003092880c38/belle-polo-6,2006
952,Fiat Fiorino,29 500 DT,104,Fiat,Fiorino,Diesel,5,Blanc,Utilitaire,A vendre Fiat fiorino commercial 1 er main presque neuf mezelit ki kholset al leasing toutes options kolha d origine avec entretien à jour 3 ans mechia 104 mk serie 200 ( roue de secours jamais utilisé ) voiture robuste confortable et très économique prix : 29500 DT légèrement negociable Disponible à la marsa,https://www.tayara.tn/listings/voitures-9/0d7922af-84cd-4d3d-b183-6b0bc8410282/fiat-fiorino,2018
953,Ford fiesta,10 000 DT,200000,Ford,Fiesta,Essence,7,Bleu,Berline,année 1997,https://www.tayara.tn/listings/voitures-9/20e37e8e-646c-4992-8f77-35a3902996c9/ford-fiesta,1997
954,Citröen C elyesee,29 000 DT,87000,Citroen,C-Elysee,Essence,5,Noir,Berline,tres belle voiture bien entretenue,https://www.tayara.tn/listings/voitures-9/862e2bab-0723-42c4-b949-b794c18cd9cb/citr%C3%B6en-c-elyesee,2016
955,La nouvelle polo 8 Prestige,47 000 DT,53000,Volkswagen,Polo,Essence,4,Noir,Compacte,🚧🚧🚧 La nouvelle Polo 8 1.0 L 🚧🚧🚧,https://www.tayara.tn/listings/voitures-9/fe84d610-b5d7-40a2-8b5a-5f9b24d852e7/la-nouvelle-polo-8-prestige,2018
956,Mazda 3 SÉRIE 183 première main,54 800 DT,72000,Mazda,3,Essence,6,Bleu,Berline,A VENDRE Mazda 3 SÉRIE 183 première main,https://www.tayara.tn/listings/voitures-9/e933f370-3cf9-4554-a181-cba71a1231ad/mazda-3-s%C3%A9rie-183-premi%C3%A8re-main,2016
957,BMW E 90 Pack M SÉRIE 143,51 800 DT,189000,BMW,Serie 3,Essence,7,Blanc,Compacte,A VENDRE BMW E 90 Pack M SÉRIE 143,https://www.tayara.tn/listings/voitures-9/38688cd3-2d67-4331-be10-029b822e89f5/bmw-e-90-pack-m-s%C3%A9rie-143,2010
958,grande punto pop premiere main,28 000 DT,63000,Fiat,Grande Punto,Essence,5,Blanc,Cabriolet,tres belle grande punto pop a ne pas rater,https://www.tayara.tn/listings/voitures-9/24269464-67f5-49dc-be09-9c0974f777db/grande-punto-pop-premiere-main,2017
959,AUDI A 4 Boite 6 SÉRIE 147,46 800 DT,135000,Audi,A4,Essence,7,Blanc,Berline,VENDRE AUDI A 4 Boite 6 SÉRIE 174,https://www.tayara.tn/listings/voitures-9/fc3d1d70-6395-4368-a288-476e481f8ddf/audi-a-4-boite-6-s%C3%A9rie-147,2010
960,Mazda BT 50 SÉRIE 168 Etat,57 800 DT,148000,Mazda,BT-50,Diesel,10,Noir,4 x 4,À VENDRE Mazda BT 50 SÉRIE 168 Etat,https://www.tayara.tn/listings/voitures-9/5ca8c9b5-faae-4f23-adaf-11121bef8479/mazda-bt-50-s%C3%A9rie-168-etat,2013
961,R 19,9 000 DT,0,Renault,19,Essence,6,Bleu,Compacte,R 19 bon état,https://www.tayara.tn/listings/voitures-9/ca5abfc9-ca08-482b-b25d-7c385b269d50/r-19,1993
962,Citroën C5 SÉRIE 149 6 CV DIESEL 1.6 L,27 800 DT,230000,Citroen,C5,Diesel,6,Gris,Berline,A VENDRE Citroën C5 SÉRIE 149,https://www.tayara.tn/listings/voitures-9/57becf11-2e41-4372-a5f2-21a58fcba561/citro%C3%ABn-c5-s%C3%A9rie-149-6-cv-diesel-1-6-l-,2010
963,Mercedes e élégance,91 000 DT,254000,Mercedes-Benz,Classe E,Diesel,10,Marron,Berline,av mercedes classe e 220 cdi élégance avec la meilleure motorisation 10 ch toutes options en parfaite état :,https://www.tayara.tn/listings/voitures-9/ede46bb5-ba6f-468a-a9d5-4bb2a4bd2d5b/mercedes-e-%C3%A9l%C3%A9gance-,2010
964,toyota auris,0 DT,168,Toyota,Auris,Diesel,5,Blanc,Berline,toyota auris voiture d'une femme toute options 2012 première main . date d'entrée en tunisie 5/12/2017 gasoil 5 chevaux. numero tel : 99577336,https://www.tayara.tn/listings/voitures-9/56ce6fbe-d3e5-45fc-aaff-e94f79f35a77/toyota-auris,2012
965,Clio Bombée,17 300 DT,163500,Renault,Clio,Essence,4,Gris,Compacte,Une voiture toute option climatisé fermeture centralisée jantes aluminium tout Les vitres d'origine Renault tél 54778184,https://www.tayara.tn/listings/voitures-9/d67663ba-e6b4-44c4-8a0a-0e26ceb38790/clio-bomb%C3%A9e,2001
966,RENAULT SYMBOL,0 DT,67000,Renault,Symbol,Essence,5,Blanc,Autres,1️⃣climatisée,https://www.tayara.tn/listings/voitures-9/db8b9339-f1d5-4529-9f05-22d1af98c2a4/renault-symbol,2017
967,punto,0 DT,300000,Fiat,Punto,Essence,4,Noir,Manuelle,voiture tres propre,https://www.tayara.tn/listings/voitures-9/5f7348f6-aab0-499b-bd3f-fafeeeb39cbc/punto,1997
968,golf 4,21 000 DT,293,Volkswagen,Golf 4,Essence,5,Gris,Avec kilométrage,"voiture très propre interieur cuir climatronique tous les vitres d'origine ,tous les papier règles airbag frontaux et latéraux 0 dépense à prévoir 98139100",https://www.tayara.tn/listings/voitures-9/9441217c-a626-4252-8cc2-3f2ff6f1e3ac/golf-4,2002
969,QASHQAI SERIE SPECIALE,74 000 DT,70000,Nissan,Qashqai,Essence,6,Noir,Autres,medecin vend une tres belle qashqai que j ai importé d allemangne en 2017 1ere main utilise exclusivement sur autoroute .edition speciale black edition rare tekna toute option interieur cuir protegé par housse sur mesure boite de vitesse mecanique plus fiable et plus agreable a conduire.visible sur rdv,https://www.tayara.tn/listings/voitures-9/671e8900-483c-4ba5-86bc-6e649299ffbb/qashqai-serie-speciale,2017
970,vendre voiture,3 000 DT,2000,Peugeot,504,Diesel,0,Manuelle,1.4,diesel,https://www.tayara.tn/listings/voitures-9/fbad6e0c-c47e-4ec6-9088-4360675a1614/vendre-voiture,1978
971,golf6 style plus,0 DT,120,Volkswagen,Golf 6,Essence,7,Rouge,Autres,Golf6 Style+ essence très bonne état toute options,https://www.tayara.tn/listings/voitures-9/b47e36dc-f178-496d-8220-1fe563e162cf/golf6-style-plus,2012
972,Berlingo b9,0 DT,146800,Citroen,Berlingo,Diesel,5,Blanc,Compacte,A vendre Belle voiture Citroën berlingo,https://www.tayara.tn/listings/voitures-9/b44a8da7-5c85-4798-988c-6993ecad212e/berlingo-b9,2015
973,صفاقس,20 211 053 DT,3000000,Ford,Bedford,Essence,6,Manuelle,>4.0,Ford Escort,https://www.tayara.tn/listings/voitures-9/1db5df21-a3c5-4925-be4e-62d569f57d8f/%D8%B5%D9%81%D8%A7%D9%82%D8%B3,1998
974,SEAT IBIZA,0 DT,76000,Seat,Ibiza,Essence,4,Noir,Autres,➖Climatisée,https://www.tayara.tn/listings/voitures-9/8740da9e-c72d-4245-8bba-d2c0a639055b/seat-ibiza,2017
975,Peugeot 301,25 500 DT,99,Peugeot,301,Essence,5,Blanc,Berline,,https://www.tayara.tn/listings/voitures-9/2912bed8-4f15-461f-889d-b45d5d1fe37f/peugeot-301,2014
976,mini one rouge,29 000 DT,180,mini,One,Essence,5,Rouge,Compacte,,https://www.tayara.tn/listings/voitures-9/944627e4-b24f-44ad-bbe4-65edb1f5f47e/mini-one-rouge,2009
977,Boxer 3,0 DT,202000,Peugeot,Boxer,Diesel,2200,Blanc,Utilitaire,Boxer 3 importer de la France état neuf tt options,https://www.tayara.tn/listings/voitures-9/07a7104a-738b-48db-8c49-a643c4720155/boxer-3-,2013
978,À vendre 605 Peugeot,11 500 DT,150000,Peugeot,605,Essence,9,Autre,Berline,Une très belle peugeot 605 tt option,https://www.tayara.tn/listings/voitures-9/035ee3be-fdca-41d0-afdf-f5423336e7c0/%C3%A0-vendre-605-peugeot-,1998
979,symbol,31 500 DT,112,Renault,Symbol,Essence,5,Bleu,Berline,av symbol éta Neff,https://www.tayara.tn/listings/voitures-9/ca92418e-7fac-4ca7-8276-a24a803967d1/symbol,2017
980,Chevrolet aveo,0 DT,102000,Chevrolet,Aveo,Essence,5,Noir,Berline,Voiture en bonne état,https://www.tayara.tn/listings/voitures-9/fa0b0f5e-27e9-4ec7-a8ca-e0a2c0b263e8/chevrolet-aveo,2016
981,Ne pas rater,0 DT,105000,Renault,Kadjar,Essence,0,Bleu,4 x 4,Année 2017 première main 07cv essence toute option,https://www.tayara.tn/listings/voitures-9/68c9e431-c4a4-4366-a152-10f947798bd1/ne-pas-rater,2017
982,polo 7 plus,0 DT,101000,Volkswagen,Polo,Essence,4,Blanc,Compacte,dame vente polo 7 plus 1er main toutes options,https://www.tayara.tn/listings/voitures-9/3a14a525-b9e7-45e6-a6a2-af6cc863d192/polo-7-plus,2017
983,A vendre 106 nthifa,11 300 DT,254000,Peugeot,106,Essence,4,Bleu,Compacte,A vendre 106 nthifa barcha desponible a béja,https://www.tayara.tn/listings/voitures-9/745277b0-4100-4375-91c9-39423ae15d6a/a-vendre-106-nthifa-,1998
984,Vender toutes les calculateur moteur et les bsi et bsm de véhicules automobiles,0 DT,239,AC,GT 40,Essence,23,Camel,Cabriolet,Vender toutes les calculateur moteur et les bsi et bsm de véhicules automobiles mar7ba bennas elkol whatha ra9mi 28243569,https://www.tayara.tn/listings/voitures-9/5487ed20-06c5-4fb5-8314-36d5960bcad3/vender-toutes-les-calculateur-moteur-et-les-bsi-et-bsm-de-v%C3%A9hicules-automobiles-,2000
985,a ne pas rater,29 500 DT,80000,Hyundai,Grand i10,Essence,5,Rouge,Berline,Hyundai i 10 sedon tres tres propre comme exterieur comme interieur toute option et toute d'origine roues vitres et peinture contacter 55291387,https://www.tayara.tn/listings/voitures-9/ca97b520-1e25-417f-b09c-6e20a73b161a/a-ne-pas-rater,2017
986,Peugeot 207,24 000 DT,220000,Peugeot,207,Diesel,4,Rouge,Berline,a vendre voiture Peugeot 207 HDI année 2008,https://www.tayara.tn/listings/voitures-9/2968c987-7c8f-46f3-8905-dbfa007b9e1b/peugeot-207-,2008
987,Peugeot 301 Allure 2014,25 000 DT,130000,Peugeot,301,Essence,5,Gris,Berline,Medecin veut vendre sa voiture en TBE peugeot 301 allure,https://www.tayara.tn/listings/voitures-9/8ec4bce3-dfc2-402c-9deb-eee7e2e6f0cc/peugeot-301-allure-2014,2014
988,citroen AX,5 000 DT,1,Citroen,AX,Essence,4,Bleu,Autres,karehba ndhifa mawjouda fi nabeul tel 53059878,https://www.tayara.tn/listings/voitures-9/60d94d79-2a21-4845-a90f-4524fdfdc171/citroen-ax,1992
989,Fiat fiorino 2019a vendre ou échange état presque neuuuf 27005727,30 500 DT,42,Fiat,Fiorino,Essence,5,Blanc,Berline,A vendre fiat fiorino état presque neuuuf toute d'origine rous de soucour jamais utilisé faible kilométrage 42 milles toute options a vendre ou échange avec voiture 4 ou 5cv essence 27005727,https://www.tayara.tn/listings/voitures-9/b3f0fc66-f0f1-434b-b3a5-290eabea20ca/fiat-fiorino-2019a-vendre-ou-%C3%A9change-%C3%A9tat-presque-neuuuf-27005727,2019
990,Mercedes e 1er main,85 000 DT,213000,Mercedes-Benz,Classe E,Diesel,10,Blanc,Berline,a vendre Mercedes E 220 CDI bien entretenu en très bon etat game avant-garde toutes options année 2010 avec boîte automatique prix discutable pour les sérieux pour plus d'informations veuillez contacter,https://www.tayara.tn/listings/voitures-9/bd7b63e2-b8e0-4477-b9fe-6e45f9b8b7ab/mercedes-e-1er-main-,2009
991,Clio 4,34 000 000 DT,150000,Renault,Clio,Essence,5,Rouge,Compacte,Voiture en état d’origine,https://www.tayara.tn/listings/voitures-9/59b6aa02-935d-4948-99cb-d63ed3b6b466/clio-4-,2017
992,Hyundai grand i10,28 000 DT,77000,Hyundai,Grand i10,Essence,5,Rouge,Compacte,a vendre une très belle Hyundai grand i10 Essence année 2017 série 198 prix fixe 28000 visible a cité ennasser 25959998,https://www.tayara.tn/listings/voitures-9/c977e115-1f81-4760-9921-f229c31e7659/hyundai-grand-i10,2017
993,MERCEDES-BENZ GLA 200 AMG,1 DT,80000,Mercedes-Benz,Classe GLA,Essence,8,Noir,Autres,"A vendre Mercedes-Benz GLA 200 AMG 03/2016,8CV, tu187 trés propre disponible au salon top autos autoroute de bizerte km5 ennahli apres sortie la gazela direction ariana vers geant pres meuble 5* Tél:25 216 216 / 26 999 000",https://www.tayara.tn/listings/voitures-9/7d843ee8-afdb-42f1-83e9-2833e0ff93c4/mercedes-benz-gla-200-amg,2016
994,DS3 à vendre ou échange avec une voiture spacieuse,31 000 DT,104000,Citroen,DS3,Essence,5,Avec kilométrage,Manuelle,• Mise en circulation 09/2013,https://www.tayara.tn/listings/voitures-9/bd079b58-9def-4a04-b727-f7887213cac9/ds3-%C3%A0-vendre-ou-%C3%A9change-avec-une-voiture-spacieuse,2013
995,Peugeot 301,24 DT,89,Peugeot,301,Essence,5,Beige,Berline,av 301 1ere mas fin 2016,https://www.tayara.tn/listings/voitures-9/4184d8dc-d905-49dc-a8d0-928986cf72f1/peugeot-301,2015
996,Golf3 Match 1ère main,0 DT,290,Volkswagen,Golf 3,Essence,6,Vert,Compacte,Golf3 Match 1ère main 6CV essence modèle 98 très bonne état toute options,https://www.tayara.tn/listings/voitures-9/f0d241f3-8efe-46c3-b2ab-34e53a6bf22b/golf3-match-1%C3%A8re-main,1997
997,Mercedes 200E,10 000 DT,469000,Mercedes-Benz,210,Hybride,8,Noir,Avec kilométrage,"A vendre Mercedes 200E essence, climatisé, double réservoir, installation gaz",https://www.tayara.tn/listings/voitures-9/0927dfe7-17e2-4ae7-95ae-a1f3ed781817/mercedes-200e,1990
998,Peugeot 407 hdi tres propre,17 000 DT,250,Peugeot,407,Diesel,6,Autre,Berline,A vendre 407 HDI 2006 6 CV très propre,https://www.tayara.tn/listings/voitures-9/99467c76-22d7-44f1-811d-38402c1e0463/peugeot-407-hdi-tres-propre,2006
999,Fiesta Titanuim,0 DT,153100,Ford,Fiesta,Essence,5,Noir,Compacte,Modèle 2012 très propre,https://www.tayara.tn/listings/voitures-9/8534cccc-c1ba-4931-b84f-531a28fdb26f/fiesta-titanuim,2015
1000,a vender BMW E92 kit M coupé 1er main,0 DT,116500,BMW,Serie 3,Essence,7,Noir,Utilitaire,a vendre BMW serie 3 kit M 1 er main boit 6 tout l'état d'origine 2 port_ jantes 18 p _ capteur av/ ar- toit ouvrant arrière électrique rideau- multifonction volant- Bi- Xénon- rétroviseur rabattable intérieur cuir brawen - Était neuf,https://www.tayara.tn/listings/voitures-9/c9165a6a-3638-435d-bb25-36b1576875ac/a-vender-bmw-e92-kit-m-coup%C3%A9-1er-main,2011
1001,Belle et propre Peugeot 206 phase 2 importée de France 2 ème main,16 500 DT,155,Peugeot,206,Essence,4,Rouge,Compacte,"À vendre belle Peugeot 206 fulls options importée de France 2 ème main moteur d'origine en très bon état très économique et puissant injection intérieur d'origine et propre avec direction assistée fermeture centrale à distance climatiseur double airbags deux vitres électriques ...tôlerie en très bonne état pneus avant train amortisseurs en très bon état double clés,livres de maison papiers réglé prix à discuter tel 25486333 disponible à Nasr Ariana",https://www.tayara.tn/listings/voitures-9/4f794ba2-14e3-41d9-92e8-dcafef8513e1/belle-et-propre-peugeot-206-phase-2-import%C3%A9e-de-france-2-%C3%A8me-main-,2003
1002,208 like,0 DT,110000,Peugeot,208,Essence,4,Bleu,Berline,208 like tt option,https://www.tayara.tn/listings/voitures-9/8db7dbf8-24e7-49e8-b08f-1f7f37eba254/208-like-,2016
1003,L200 a vendre,25 500 DT,460000,Mitsubishi,L200,Diesel,10,Blanc,Compacte,,https://www.tayara.tn/listings/voitures-9/21fa0473-be97-45f5-ad3c-73b2d7a6f61e/l200-a-vendre,2009
1004,▶ KIA OPTIMA ◀,39 000 DT,160000,Kia,Optima,Essence,11,Gris,Berline,▶ Modele : 2014,https://www.tayara.tn/listings/voitures-9/4a3fa63d-0997-44ea-8af2-e18312029220/%E2%96%B6-kia-optima-%E2%97%80,2014
1005,▶ KIA SPORTAGE ◀,0 DT,145000,Kia,Sportage,Diesel,10,Noir,4 x 4,▶ Modele : 2010,https://www.tayara.tn/listings/voitures-9/5cc673b2-35a6-43e8-a5be-1d3f2b019528/%E2%96%B6-kia-sportage-%E2%97%80,2010
1006,Polo,11 600 DT,0,Volkswagen,Polo,Essence,4,Blanc,Berline,Polo en tres bonne etat à vendre,https://www.tayara.tn/listings/voitures-9/79a3f5fe-37cc-4c74-94be-4ece13bfd4f3/-polo-,2000
1007,av belle Hyundai I10,31 900 DT,65120,Hyundai,Grand i10,Essence,5,Orange,Compacte,a vendre Hyundai i 10 toute options :,https://www.tayara.tn/listings/voitures-9/5a707b1e-30a6-4749-8bf4-1b10a1928b02/av-belle-hyundai-i10,2017
1008,Renault r9 ndhifa barchaaaaa,0 DT,10000,Renault,R9,Essence,0,Gris,Autres,"klimayerr we batrie 5 3jall moteur koll jdod dhman edrolik 7 chevaux karahba nerveux we numéro chasse origin,mali5er 0 masrouf",https://www.tayara.tn/listings/voitures-9/89277c0f-218f-49bf-bade-87cb21c352d7/renault-r9-ndhifa-barchaaaaa,1982
1009,sangyong rexton,0 DT,177,Ssangyong,Actyon,Diesel,11,Noir,4 x 4,en bonne état ..,https://www.tayara.tn/listings/voitures-9/992402de-7394-436e-9bc6-0a5d13eefde0/sangyong-rexton,2010
1010,A VENDRE EXTENSION DE BENNE POUR VOITURE MITSUBISHI OU AUTRE VÉHICULE,300 DT,120000,Mitsubishi,L200,Diesel,10,Bleu,4 x 4,A vendre extension de benne.Matériel en très bon état payer 500 dinars il ya un ans.prix 300 dinars,https://www.tayara.tn/listings/voitures-9/91eb99ee-0334-4c4b-9a96-d795e930d689/a-vendre-extension-de-benne-pour-voiture-mitsubishi-ou-autre-v%C3%A9hicule,2010
1011,Symbol elegance 3,34 DT,85,Renault,Symbol,Essence,5,Noir,Berline,A vendre R symbol elegance,https://www.tayara.tn/listings/voitures-9/0e8f74bc-8a74-4f0b-9ce3-4f9909240600/symbol-elegance-3,2017
1012,a vendre ou échange,111 DT,200,Opel,Insignia,Essence,1,Gris,Berline,a vendre ou échange Opel Insignia full options Année 2013 moteur 1.6 turbo PRESQUE NEUF-Boite Manuelle 6 vitesses Volant multi-fonction Climatronic en bon état -régulateur de vitesses- intérieur cuire numèro telephone 97816986,https://www.tayara.tn/listings/voitures-9/b14b1a17-21f1-4730-b8ba-c8906892f7e0/a-vendre-ou-%C3%A9change-,2013
1013,ford focus,0 DT,200000,Ford,Focus,Essence,6,Corail,Manuelle,ford focus ghia essance,https://www.tayara.tn/listings/voitures-9/e05a64ef-ba1d-4d5f-b7fd-345d7ede6f26/ford-focus,2010
1014,polo 4,13 800 DT,218,Volkswagen,Polo,Essence,5,Gris,Compacte,-climatisé,https://www.tayara.tn/listings/voitures-9/19d39528-26f2-4545-8196-5c079f5a5655/polo-4,2001
1015,Golf 4 importé 1.4,22 500 DT,210,Volkswagen,Golf 4,Essence,5,Gris,Berline,Golf 4 importé en état origine moteur impicable tout option,https://www.tayara.tn/listings/voitures-9/65d29601-e3a8-4cc7-8182-1c63dffbbd5e/golf-4-import%C3%A9-1-4,2002
1016,nissan qashqai,41 500 DT,157000,Nissan,Qashqai,Diesel,9,Noir,4 x 4,a vendre ou échange tel 96764 777,https://www.tayara.tn/listings/voitures-9/84b67d9f-b232-4967-a8fa-ee3a92c74c2b/nissan-qashqai,2012
1017,Golf 4 GTI,21 000 DT,190580,Volkswagen,Golf 4,Essence,8,Bleu,Berline,Avendre golf 4 années 2003 toutes options 8 cv essence GTI,https://www.tayara.tn/listings/voitures-9/54090db7-03d2-469e-9212-afc65e0e3465/golf-4-gti,2003
1018,Voiture,48 DT,8000,Volkswagen,Golf 7,Essence,5,Noir,Compacte,Voiture,https://www.tayara.tn/listings/voitures-9/a8c14818-9e1e-42a0-a0b9-90c99cc5ab5c/voiture,214
1019,Fiat Palio,0 DT,350,Fiat,Palio,Essence,4,Autre,Berline,Fiat Palio nthifa barcha 0 masrouf climatisé deux vitre électrique direction assistée en bon état,https://www.tayara.tn/listings/voitures-9/d98e3c01-4928-4a37-8fd8-69a7db038bfc/fiat-palio,2000
